0.00, 1, 0, 0, 0, 0, 0.0
 
11.54, 15.0, 0.02870464324951172, 0.0, 1200.0, 0, 0.0
 
11.56, 15.0, 0.029203176498413086, 1200.0, 1500.0, 0, 2000.0
 
11.57, 15.0, 0.03043222427368164, 300.0, 1100.0, 0, 0.0
 
11.58, 15.0, 0.028567075729370117, 800.0, 1400.0, 0, 4000.0
 
11.59, 15.0, 0.030489206314086914, 700.0, 1200.0, 0, 1256.0
 
11.60, 15.0, 0.030489206314086914, 0.0, 1000.0, 0, 0.0
 
11.62, 15.0, 0.03135204315185547, 1000.0, 1200.0, 0, 7000.0
 
11.63, 15.0, 0.03845810890197754, 500.0, 800.0, 0, 1256.0
 
11.64, 15.0, 0.03845810890197754, 0.0, 900.0, 0, 0.0
 
11.65, 15.0, 0.03440690040588379, 900.0, 1400.0, 0, 7000.0
 
11.66, 15.0, 0.03734922409057617, 600.0, 700.0, 0, 4128.0
 
11.67, 15.0, 0.03734922409057617, 600.0, 600.0, 0, 0.0
 
11.68, 15.0, 0.037101030349731445, 0.0, 1000.0, 0, 5000.0
 
11.69, 15.0, 0.040428876876831055, 900.0, 1400.0, 0, 1064.0
 
11.70, 15.0, 0.04627585411071777, 100.0, 1200.0, 0, 0.0
 
11.72, 15.0, 0.031033992767333984, 1000.0, 1200.0, 0, 1000.0
 
11.73, 15.0, 0.0298922061920166, 400.0, 1300.0, 0, 64.0
 
11.74, 15.0, 0.024706125259399414, 500.0, 1400.0, 0, 2000.0
 
11.75, 15.0, 0.029873132705688477, 900.0, 1500.0, 0, 64.0
 
11.76, 15.0, 0.028189897537231445, 200.0, 1000.0, 0, 1064.0
 
11.77, 15.0, 0.028043031692504883, 1200.0, 1300.0, 0, 128.0
 
11.78, 15.0, 0.025655031204223633, 200.0, 1300.0, 0, 0.0
 
11.80, 15.0, 0.02487015724182129, 1100.0, 1500.0, 0, 4000.0
 
11.81, 15.0, 0.030575037002563477, 400.0, 1100.0, 0, 0.0
 
11.82, 15.0, 0.026829004287719727, 500.0, 1300.0, 0, 64.0
 
11.83, 15.0, 0.029536724090576172, 900.0, 1300.0, 0, 64.0
 
11.84, 15.0, 0.0331110954284668, 200.0, 1300.0, 0, 0.0
 
11.85, 15.0, 0.027504920959472656, 200.0, 1100.0, 0, 64.0
 
11.86, 15.0, 0.03238797187805176, 1100.0, 1400.0, 0, 0.0
 
11.88, 15.0, 0.02839183807373047, 300.0, 1300.0, 0, 1000.0
 
11.89, 15.0, 0.030457735061645508, 600.0, 1200.0, 0, 0.0
 
11.90, 15.0, 0.03181600570678711, 500.0, 1200.0, 0, 1064.0
 
11.91, 15.0, 0.03127694129943848, 500.0, 1400.0, 0, 1128.0
 
11.92, 15.0, 0.03411674499511719, 200.0, 1000.0, 0, 64.0
 
11.94, 15.0, 0.024976253509521484, 1000.0, 1500.0, 0, 5000.0
 
11.95, 15.0, 0.027710914611816406, 500.0, 900.0, 0, 256.0
 
11.96, 15.0, 0.027710914611816406, 0.0, 900.0, 0, 64.0
 
11.97, 15.0, 0.030153989791870117, 0.0, 900.0, 0, 4000.0
 
11.98, 15.0, 0.03267693519592285, 1200.0, 1400.0, 0, 64.0
 
11.99, 15.0, 0.030653953552246094, 300.0, 1100.0, 0, 1000.0
 
12.01, 15.0, 0.03248000144958496, 500.0, 1400.0, 0, 2064.0
 
12.02, 15.0, 0.03248000144958496, 1000.0, 1000.0, 0, 0.0
 
12.03, 15.0, 0.02945399284362793, 0.0, 1000.0, 0, 2000.0
 
12.04, 15.0, 0.03262615203857422, 1000.0, 1300.0, 0, 192.0
 
12.05, 15.0, 0.029634952545166016, 500.0, 1100.0, 0, 0.0
 
12.06, 15.0, 0.031868934631347656, 0.0, 800.0, 0, 5000.0
 
12.08, 15.0, 0.03895282745361328, 1400.0, 1500.0, 0, 0.0
 
12.09, 15.0, 0.0330808162689209, 600.0, 1400.0, 0, 1000.0
 
12.10, 15.0, 0.0380551815032959, 800.0, 1200.0, 0, 0.0
 
12.11, 15.0, 0.029119014739990234, 100.0, 1400.0, 0, 2000.0
 
12.13, 15.0, 0.027667999267578125, 1400.0, 1100.0, 0, 2000.0
 
12.14, 15.0, 0.03389620780944824, 100.0, 1100.0, 0, 0.0
 
12.15, 15.0, 0.027952194213867188, 1000.0, 1600.0, 0, 2000.0
 
12.16, 15.0, 0.0343170166015625, 400.0, 900.0, 0, 128.0
 
12.17, 15.0, 0.02614140510559082, 200.0, 1100.0, 0, 2064.0
 
12.18, 15.0, 0.02915215492248535, 1100.0, 1200.0, 0, 128.0
 
12.19, 15.0, 0.03328585624694824, 300.0, 1600.0, 0, 0.0
 
12.21, 15.0, 0.028435945510864258, 1000.0, 1200.0, 0, 2064.0
 
12.22, 15.0, 0.02856922149658203, 500.0, 1400.0, 0, 64.0
 
12.23, 15.0, 0.03002309799194336, 800.0, 1400.0, 0, 0.0
 
12.24, 15.0, 0.031952857971191406, 700.0, 1200.0, 0, 64.0
 
12.25, 15.0, 0.028882980346679688, 500.0, 1500.0, 0, 1000.0
 
12.27, 15.0, 0.03028392791748047, 900.0, 1300.0, 0, 0.0
 
12.28, 15.0, 0.02922821044921875, 400.0, 1400.0, 0, 0.0
 
12.29, 15.0, 0.029806137084960938, 1100.0, 1400.0, 0, 64.0
 
12.30, 15.0, 0.02662801742553711, 200.0, 1300.0, 0, 64.0
 
12.32, 15.0, 0.027801990509033203, 1100.0, 1300.0, 0, 1000.0
 
12.33, 15.0, 0.03524494171142578, 300.0, 1300.0, 0, 1000.0
 
12.34, 15.0, 0.026473045349121094, 1000.0, 1500.0, 0, 1000.0
 
12.35, 15.0, 0.02872490882873535, 500.0, 1300.0, 0, 0.0
 
12.36, 15.0, 0.02746295928955078, 700.0, 1400.0, 0, 2000.0
 
12.37, 15.0, 0.028328895568847656, 700.0, 1000.0, 0, 64.0
 
12.39, 15.0, 0.02589893341064453, 300.0, 1300.0, 0, 1000.0
 
12.40, 15.0, 0.02944207191467285, 1100.0, 1300.0, 0, 64.0
 
12.41, 15.0, 0.029239892959594727, 1100.0, 1300.0, 0, 0.0
 
12.42, 15.0, 0.024032115936279297, 200.0, 1100.0, 0, 2000.0
 
12.43, 15.0, 0.02803182601928711, 1200.0, 1400.0, 0, 0.0
 
12.45, 15.0, 0.02672100067138672, 300.0, 1400.0, 0, 1000.0
 
12.46, 15.0, 0.029211997985839844, 700.0, 1200.0, 0, 0.0
 
12.47, 15.0, 0.03010725975036621, 800.0, 1400.0, 0, 1000.0
 
12.48, 15.0, 0.02634119987487793, 1100.0, 1400.0, 0, 128.0
 
12.49, 15.0, 0.02634119987487793, 1100.0, 1100.0, 0, 0.0
 
12.51, 15.0, 0.02720189094543457, 1200.0, 1500.0, 0, 2000.0
 
12.52, 15.0, 0.02720189094543457, 1200.0, 1200.0, 0, 0.0
 
12.53, 15.0, 0.029222965240478516, 300.0, 1200.0, 0, 2000.0
 
12.54, 15.0, 0.02774667739868164, 900.0, 1500.0, 0, 0.0
 
12.55, 15.0, 0.028426170349121094, 600.0, 1100.0, 0, 2000.0
 
12.56, 15.0, 0.030508041381835938, 1200.0, 1400.0, 0, 4064.0
 
12.58, 15.0, 0.030508041381835938, 0.0, 1300.0, 0, 0.0
 
12.59, 15.0, 0.030808210372924805, 800.0, 900.0, 0, 1000.0
 
12.60, 15.0, 0.03188204765319824, 700.0, 1200.0, 0, 0.0
 
12.61, 15.0, 0.029996633529663086, 300.0, 1300.0, 0, 1000.0
 
12.62, 15.0, 0.033590078353881836, 1000.0, 1100.0, 0, 1064.0
 
12.64, 15.0, 0.03427886962890625, 200.0, 1100.0, 0, 0.0
 
12.65, 15.0, 0.028359174728393555, 1000.0, 1500.0, 0, 3000.0
 
12.66, 15.0, 0.031026840209960938, 400.0, 900.0, 0, 128.0
 
12.67, 15.0, 0.02799510955810547, 600.0, 1400.0, 0, 1064.0
 
12.69, 15.0, 0.026855945587158203, 800.0, 1200.0, 0, 0.0
 
12.70, 15.0, 0.02675795555114746, 300.0, 1200.0, 0, 0.0
 
12.71, 15.0, 0.03032398223876953, 800.0, 1200.0, 0, 1064.0
 
12.72, 15.0, 0.02856898307800293, 500.0, 1100.0, 0, 0.0
 
12.73, 15.0, 0.03027820587158203, 400.0, 1100.0, 0, 2000.0
 
12.75, 15.0, 0.029979228973388672, 900.0, 1200.0, 0, 64.0
 
12.76, 15.0, 0.026300907135009766, 300.0, 1400.0, 0, 0.0
 
12.77, 15.0, 0.02986311912536621, 900.0, 1400.0, 0, 192.0
 
12.78, 15.0, 0.029969215393066406, 500.0, 1100.0, 0, 0.0
 
12.79, 15.0, 0.026273012161254883, 700.0, 1400.0, 0, 1064.0
 
12.80, 15.0, 0.02593207359313965, 700.0, 1500.0, 0, 0.0
 
12.81, 15.0, 0.025083303451538086, 500.0, 1500.0, 0, 1000.0
 
12.82, 15.0, 0.027686119079589844, 900.0, 1000.0, 0, 64.0
 
12.84, 15.0, 0.02763199806213379, 400.0, 1400.0, 0, 0.0
 
12.85, 15.0, 0.027424097061157227, 700.0, 1400.0, 0, 1000.0
 
12.86, 15.0, 0.027647972106933594, 600.0, 1300.0, 0, 1000.0
 
12.87, 15.0, 0.030111074447631836, 500.0, 1200.0, 0, 0.0
 
12.89, 15.0, 0.02987384796142578, 900.0, 1400.0, 0, 0.0
 
12.90, 15.0, 0.02799820899963379, 300.0, 1500.0, 0, 1000.0
 
12.91, 15.0, 0.028815031051635742, 1100.0, 1300.0, 0, 0.0
 
12.92, 15.0, 0.027482986450195312, 200.0, 1400.0, 0, 1000.0
 
12.93, 15.0, 0.03043198585510254, 1100.0, 1200.0, 0, 128.0
 
12.94, 15.0, 0.025889873504638672, 400.0, 1400.0, 0, 0.0
 
12.96, 15.0, 0.027764081954956055, 400.0, 1300.0, 0, 128.0
 
12.97, 15.0, 0.0324549674987793, 1000.0, 1300.0, 0, 0.0
 
12.98, 15.0, 0.02538013458251953, 200.0, 1300.0, 0, 64.0
 
12.99, 15.0, 0.030005931854248047, 1000.0, 1100.0, 0, 64.0
 
13.00, 15.0, 0.026435136795043945, 500.0, 1500.0, 0, 1000.0
 
13.02, 15.0, 0.02859807014465332, 900.0, 1200.0, 0, 0.0
 
13.03, 15.0, 0.026762008666992188, 500.0, 1500.0, 0, 2000.0
 
13.04, 15.0, 0.029838085174560547, 900.0, 1100.0, 0, 64.0
 
13.05, 15.0, 0.03378605842590332, 200.0, 1100.0, 0, 64.0
 
13.06, 15.0, 0.027924060821533203, 200.0, 1300.0, 0, 2000.0
 
13.07, 15.0, 0.027800798416137695, 1000.0, 1100.0, 0, 0.0
 
13.08, 15.0, 0.025563955307006836, 800.0, 1500.0, 0, 1000.0
 
13.10, 15.0, 0.027642011642456055, 700.0, 1300.0, 0, 0.0
 
13.11, 15.0, 0.026339054107666016, 200.0, 1100.0, 0, 0.0
 
13.12, 15.0, 0.030723094940185547, 1200.0, 1300.0, 0, 1064.0
 
13.13, 15.0, 0.03427720069885254, 200.0, 1200.0, 0, 64.0
 
13.14, 15.0, 0.027976036071777344, 800.0, 1300.0, 0, 0.0
 
13.15, 15.0, 0.033881187438964844, 600.0, 1200.0, 0, 64.0
 
13.17, 15.0, 0.02614593505859375, 500.0, 1300.0, 0, 2064.0
 
13.18, 15.0, 0.027872800827026367, 900.0, 1100.0, 0, 64.0
 
13.19, 15.0, 0.027807950973510742, 200.0, 1300.0, 0, 0.0
 
13.20, 15.0, 0.028064966201782227, 1200.0, 1500.0, 0, 0.0
 
13.21, 15.0, 0.031078100204467773, 300.0, 1100.0, 0, 0.0
 
13.23, 15.0, 0.02982497215270996, 800.0, 1400.0, 0, 1000.0
 
13.24, 15.0, 0.03431105613708496, 600.0, 1200.0, 0, 0.0
 
13.25, 15.0, 0.026701927185058594, 400.0, 1300.0, 0, 3064.0
 
13.26, 15.0, 0.026105165481567383, 1100.0, 1300.0, 0, 64.0
 
13.27, 15.0, 0.029500961303710938, 100.0, 1200.0, 0, 0.0
 
13.29, 15.0, 0.029207944869995117, 1100.0, 1400.0, 0, 64.0
 
13.30, 15.0, 0.030817031860351562, 400.0, 1200.0, 0, 0.0
 
13.31, 15.0, 0.028270959854125977, 700.0, 1400.0, 0, 1000.0
 
13.32, 15.0, 0.03431987762451172, 700.0, 1100.0, 0, 64.0
 
13.34, 15.0, 0.028528213500976562, 500.0, 1500.0, 0, 0.0
 
13.35, 15.0, 0.03307390213012695, 800.0, 1100.0, 0, 64.0
 
13.36, 15.0, 0.02782297134399414, 300.0, 1400.0, 0, 1000.0
 
13.37, 15.0, 0.02903008460998535, 1100.0, 1300.0, 0, 0.0
 
13.39, 15.0, 0.027504920959472656, 400.0, 1100.0, 0, 3064.0
 
13.40, 15.0, 0.030330896377563477, 600.0, 1300.0, 0, 1000.0
 
13.41, 15.0, 0.03400111198425293, 800.0, 1100.0, 0, 0.0
 
13.42, 15.0, 0.031939029693603516, 100.0, 1100.0, 0, 3000.0
 
13.43, 15.0, 0.029285907745361328, 1100.0, 1400.0, 0, 64.0
 
13.45, 15.0, 0.02773308753967285, 400.0, 1000.0, 0, 0.0
 
13.46, 15.0, 0.027486085891723633, 500.0, 1400.0, 0, 1000.0
 
13.47, 15.0, 0.028853178024291992, 1000.0, 1400.0, 0, 0.0
 
13.48, 15.0, 0.02780437469482422, 300.0, 1200.0, 0, 1000.0
 
13.50, 15.0, 0.02938389778137207, 1000.0, 1200.0, 0, 64.0
 
13.51, 15.0, 0.02621293067932129, 1000.0, 1200.0, 0, 2064.0
 
13.52, 15.0, 0.027596235275268555, 400.0, 1500.0, 0, 0.0
 
13.53, 15.0, 0.027308940887451172, 600.0, 1100.0, 0, 1000.0
 
13.54, 15.0, 0.028655052185058594, 800.0, 1300.0, 0, 0.0
 
13.55, 15.0, 0.02824711799621582, 300.0, 1200.0, 0, 0.0
 
13.56, 15.0, 0.028468847274780273, 1000.0, 1200.0, 0, 0.0
 
13.58, 15.0, 0.02725505828857422, 500.0, 1300.0, 0, 64.0
 
13.59, 15.0, 0.02692890167236328, 800.0, 1300.0, 0, 1064.0
 
13.60, 15.0, 0.029783010482788086, 800.0, 1300.0, 0, 0.0
 
13.61, 15.0, 0.026899099349975586, 500.0, 1100.0, 0, 1064.0
 
13.62, 15.0, 0.0271759033203125, 600.0, 1400.0, 0, 64.0
 
13.63, 15.0, 0.031271934509277344, 800.0, 1200.0, 0, 64.0
 
13.64, 15.0, 0.028841018676757812, 400.0, 1400.0, 0, 0.0
 
13.65, 15.0, 0.02714395523071289, 400.0, 1300.0, 0, 64.0
 
13.67, 15.0, 0.02632617950439453, 800.0, 1200.0, 0, 1064.0
 
13.68, 15.0, 0.032340049743652344, 600.0, 1300.0, 0, 1000.0
 
13.69, 15.0, 0.026553869247436523, 500.0, 1200.0, 0, 0.0
 
13.70, 15.0, 0.02923583984375, 500.0, 1400.0, 0, 64.0
 
13.71, 15.0, 0.025172948837280273, 900.0, 1200.0, 0, 0.0
 
13.72, 15.0, 0.025555849075317383, 400.0, 1400.0, 0, 1128.0
 
13.73, 15.0, 0.035369157791137695, 200.0, 1400.0, 0, 64.0
 
13.75, 15.0, 0.025480031967163086, 200.0, 1200.0, 0, 0.0
 
13.76, 15.0, 0.028060197830200195, 500.0, 1200.0, 0, 0.0
 
13.77, 15.0, 0.027130126953125, 700.0, 1300.0, 0, 0.0
 
13.78, 15.0, 0.02620530128479004, 700.0, 1300.0, 0, 1000.0
 
13.79, 15.0, 0.026458024978637695, 800.0, 1500.0, 0, 3000.0
 
13.80, 15.0, 0.02996993064880371, 700.0, 1300.0, 0, 0.0
 
13.82, 15.0, 0.02964472770690918, 600.0, 1100.0, 0, 0.0
 
13.83, 15.0, 0.030508995056152344, 300.0, 1400.0, 0, 64.0
 
13.84, 15.0, 0.0274660587310791, 900.0, 1500.0, 0, 1064.0
 
13.85, 15.0, 0.02598094940185547, 500.0, 1000.0, 0, 3064.0
 
13.86, 15.0, 0.029078960418701172, 500.0, 1500.0, 0, 192.0
 
13.87, 15.0, 0.02699422836303711, 300.0, 1100.0, 0, 64.0
 
13.89, 15.0, 0.03065967559814453, 1000.0, 1400.0, 0, 0.0
 
13.90, 15.0, 0.027675867080688477, 500.0, 1400.0, 0, 128.0
 
13.91, 15.0, 0.027379989624023438, 700.0, 1400.0, 0, 0.0
 
13.92, 15.0, 0.029933929443359375, 700.0, 1500.0, 0, 128.0
 
13.93, 15.0, 0.028787851333618164, 500.0, 800.0, 0, 64.0
 
13.94, 15.0, 0.027606964111328125, 900.0, 1400.0, 0, 3000.0
 
13.95, 15.0, 0.028033018112182617, 900.0, 1400.0, 0, 0.0
 
13.97, 15.0, 0.028491973876953125, 600.0, 1300.0, 0, 192.0
 
13.98, 15.0, 0.03264617919921875, 500.0, 1100.0, 0, 0.0
 
13.99, 15.0, 0.027137041091918945, 900.0, 1500.0, 0, 0.0
 
14.00, 15.0, 0.028447866439819336, 600.0, 1500.0, 0, 1128.0
 
14.02, 15.0, 0.029324054718017578, 400.0, 900.0, 0, 0.0
 
14.03, 15.0, 0.02945113182067871, 600.0, 1300.0, 0, 0.0
 
14.04, 15.0, 0.028588056564331055, 700.0, 1500.0, 0, 0.0
 
14.05, 15.0, 0.03014397621154785, 800.0, 1300.0, 0, 128.0
 
14.06, 15.0, 0.03279900550842285, 500.0, 1200.0, 0, 64.0
 
14.08, 15.0, 0.028499126434326172, 600.0, 1400.0, 0, 1000.0
 
14.09, 15.0, 0.027858257293701172, 700.0, 1300.0, 0, 0.0
 
14.10, 15.0, 0.03109908103942871, 700.0, 1400.0, 0, 64.0
 
14.11, 15.0, 0.02710700035095215, 500.0, 1300.0, 0, 1000.0
 
14.12, 15.0, 0.027566194534301758, 700.0, 1300.0, 0, 2000.0
 
14.14, 15.0, 0.03223705291748047, 700.0, 1300.0, 0, 1000.0
 
14.15, 15.0, 0.027308940887451172, 600.0, 1200.0, 0, 1000.0
 
14.16, 15.0, 0.030299901962280273, 500.0, 1300.0, 0, 0.0
 
14.17, 15.0, 0.028918743133544922, 800.0, 1100.0, 0, 64.0
 
14.18, 15.0, 0.03416705131530762, 700.0, 1500.0, 0, 128.0
 
14.20, 15.0, 0.02910637855529785, 400.0, 1200.0, 0, 3064.0
 
14.21, 15.0, 0.03151893615722656, 800.0, 1000.0, 0, 0.0
 
14.22, 15.0, 0.029423236846923828, 400.0, 1000.0, 0, 128.0
 
14.23, 15.0, 0.030282974243164062, 500.0, 1500.0, 0, 0.0
 
14.24, 15.0, 0.031087160110473633, 800.0, 1200.0, 0, 0.0
 
14.26, 15.0, 0.02892589569091797, 500.0, 1200.0, 0, 0.0
 
14.27, 15.0, 0.028764009475708008, 700.0, 1400.0, 0, 0.0
 
14.28, 15.0, 0.030136823654174805, 700.0, 1400.0, 0, 1000.0
 
14.29, 15.0, 0.030394792556762695, 700.0, 1300.0, 0, 64.0
 
14.31, 15.0, 0.024826765060424805, 500.0, 1200.0, 0, 2064.0
 
14.32, 15.0, 0.025043964385986328, 800.0, 1300.0, 0, 0.0
 
14.33, 15.0, 0.026751995086669922, 700.0, 1200.0, 0, 64.0
 
14.34, 15.0, 0.024403095245361328, 500.0, 1400.0, 0, 0.0
 
14.35, 15.0, 0.02740311622619629, 600.0, 1200.0, 0, 1000.0
 
14.36, 15.0, 0.03134584426879883, 700.0, 1500.0, 0, 0.0
 
14.38, 15.0, 0.027241945266723633, 700.0, 1300.0, 0, 0.0
 
14.39, 15.0, 0.02627420425415039, 500.0, 1400.0, 0, 64.0
 
14.40, 15.0, 0.02863311767578125, 700.0, 1300.0, 0, 64.0
 
14.41, 15.0, 0.029541969299316406, 700.0, 1100.0, 0, 0.0
 
14.42, 15.0, 0.026629924774169922, 500.0, 1100.0, 0, 64.0
 
14.44, 15.0, 0.026953935623168945, 500.0, 1400.0, 0, 2000.0
 
14.45, 15.0, 0.027501821517944336, 600.0, 1500.0, 0, 64.0
 
14.46, 15.0, 0.03052806854248047, 500.0, 1200.0, 0, 0.0
 
14.47, 15.0, 0.02846527099609375, 500.0, 1200.0, 0, 1000.0
 
14.48, 15.0, 0.027154922485351562, 500.0, 1400.0, 0, 1064.0
 
14.49, 15.0, 0.03039693832397461, 500.0, 1100.0, 0, 0.0
 
14.51, 15.0, 0.032711029052734375, 600.0, 1300.0, 0, 0.0
 
14.52, 15.0, 0.026573896408081055, 500.0, 1100.0, 0, 2064.0
 
14.53, 15.0, 0.02748703956604004, 500.0, 1200.0, 0, 128.0
 
14.54, 15.0, 0.027608156204223633, 600.0, 1500.0, 0, 0.0
 
14.55, 15.0, 0.02603888511657715, 600.0, 1200.0, 0, 1000.0
 
14.56, 15.0, 0.028176069259643555, 900.0, 1200.0, 0, 1064.0
 
14.58, 15.0, 0.02836894989013672, 900.0, 1200.0, 0, 0.0
 
14.59, 15.0, 0.027060985565185547, 500.0, 1200.0, 0, 1000.0
 
14.60, 15.0, 0.02977728843688965, 700.0, 1500.0, 0, 0.0
 
14.61, 15.0, 0.02622509002685547, 600.0, 1100.0, 0, 128.0
 
14.62, 15.0, 0.029062986373901367, 700.0, 1300.0, 0, 64.0
 
14.64, 15.0, 0.031630754470825195, 500.0, 1100.0, 0, 1256.0
 
14.65, 15.0, 0.040196895599365234, 500.0, 1300.0, 0, 0.0
 
14.66, 15.0, 0.03036189079284668, 700.0, 500.0, 0, 0.0
 
14.67, 15.0, 0.03103494644165039, 500.0, 1500.0, 0, 1192.0
 
14.68, 15.0, 0.031155824661254883, 600.0, 1100.0, 0, 0.0
 
14.70, 15.0, 0.02947092056274414, 700.0, 1400.0, 0, 1064.0
 
14.71, 15.0, 0.03077387809753418, 700.0, 1100.0, 0, 1064.0
 
14.72, 15.0, 0.030230998992919922, 500.0, 1300.0, 0, 0.0
 
14.73, 15.0, 0.026508092880249023, 500.0, 1200.0, 0, 2000.0
 
14.74, 15.0, 0.028982162475585938, 900.0, 1500.0, 0, 64.0
 
14.76, 15.0, 0.028702974319458008, 600.0, 1300.0, 0, 0.0
 
14.77, 15.0, 0.027943849563598633, 500.0, 1200.0, 0, 1000.0
 
14.78, 15.0, 0.029405832290649414, 800.0, 1400.0, 0, 64.0
 
14.79, 15.0, 0.02955007553100586, 600.0, 1300.0, 0, 0.0
 
14.80, 15.0, 0.032079219818115234, 600.0, 1300.0, 0, 64.0
 
14.81, 15.0, 0.027927160263061523, 600.0, 1300.0, 0, 0.0
 
14.83, 15.0, 0.02960515022277832, 700.0, 1400.0, 0, 128.0
 
14.84, 15.0, 0.026580810546875, 500.0, 1400.0, 0, 0.0
 
14.85, 15.0, 0.029712200164794922, 700.0, 1300.0, 0, 0.0
 
14.86, 15.0, 0.030261993408203125, 800.0, 1500.0, 0, 0.0
 
14.88, 15.0, 0.03147292137145996, 500.0, 1200.0, 0, 1128.0
 
14.89, 15.0, 0.029131174087524414, 600.0, 1100.0, 0, 1064.0
 
14.90, 15.0, 0.027444124221801758, 700.0, 1400.0, 0, 0.0
 
14.92, 15.0, 0.03255009651184082, 700.0, 1500.0, 0, 0.0
 
14.93, 15.0, 0.029386281967163086, 400.0, 1100.0, 0, 1064.0
 
14.94, 15.0, 0.026471853256225586, 700.0, 1200.0, 0, 0.0
 
14.95, 15.0, 0.03013896942138672, 700.0, 1400.0, 0, 0.0
 
14.96, 15.0, 0.02819204330444336, 600.0, 1500.0, 0, 1000.0
 
14.98, 15.0, 0.029273271560668945, 700.0, 1200.0, 0, 1064.0
 
14.99, 15.0, 0.027977943420410156, 500.0, 1000.0, 0, 2000.0
 
15.00, 15.0, 0.028306007385253906, 700.0, 1100.0, 0, 2000.0
 
15.01, 15.0, 0.028675079345703125, 800.0, 1500.0, 0, 0.0
 
15.02, 15.0, 0.026486635208129883, 500.0, 1500.0, 0, 0.0
 
15.03, 15.0, 0.028501033782958984, 700.0, 1300.0, 0, 1000.0
 
15.05, 15.0, 0.028771162033081055, 700.0, 1300.0, 0, 2000.0
 
15.06, 15.0, 0.02770209312438965, 600.0, 1400.0, 0, 0.0
 
15.07, 15.0, 0.02651381492614746, 500.0, 1200.0, 0, 2064.0
 
15.08, 15.0, 0.028663158416748047, 500.0, 1500.0, 0, 2000.0
 
15.09, 15.0, 0.028170108795166016, 900.0, 1200.0, 0, 0.0
 
15.11, 15.0, 0.030014991760253906, 600.0, 1100.0, 0, 0.0
 
15.12, 15.0, 0.028146743774414062, 600.0, 1400.0, 0, 1000.0
 
15.13, 15.0, 0.028655290603637695, 500.0, 1500.0, 0, 1128.0
 
15.14, 15.0, 0.0259859561920166, 800.0, 1300.0, 0, 0.0
 
15.16, 15.0, 0.02963995933532715, 600.0, 900.0, 0, 1000.0
 
15.17, 15.0, 0.028048038482666016, 500.0, 1500.0, 0, 64.0
 
15.18, 15.0, 0.03137826919555664, 600.0, 1200.0, 0, 2128.0
 
15.19, 15.0, 0.02881908416748047, 600.0, 900.0, 0, 64.0
 
15.20, 15.0, 0.02955007553100586, 900.0, 900.0, 0, 1128.0
 
15.21, 15.0, 0.02985095977783203, 200.0, 1300.0, 0, 64.0
 
15.23, 15.0, 0.02570509910583496, 700.0, 1100.0, 0, 0.0
 
15.24, 15.0, 0.027565956115722656, 700.0, 1200.0, 0, 1000.0
 
15.25, 15.0, 0.025866985321044922, 500.0, 1500.0, 0, 2128.0
 
15.26, 15.0, 0.031038999557495117, 800.0, 1400.0, 0, 0.0
 
15.28, 15.0, 0.02881479263305664, 600.0, 1400.0, 0, 1064.0
 
15.29, 15.0, 0.026939868927001953, 600.0, 1100.0, 0, 0.0
 
15.30, 15.0, 0.027629852294921875, 600.0, 1400.0, 0, 0.0
 
15.31, 15.0, 0.02763509750366211, 700.0, 1500.0, 0, 1000.0
 
15.32, 15.0, 0.02794027328491211, 700.0, 1100.0, 0, 1064.0
 
15.34, 15.0, 0.027276039123535156, 600.0, 1500.0, 0, 0.0
 
15.35, 15.0, 0.026005029678344727, 800.0, 1500.0, 0, 0.0
 
15.36, 15.0, 0.02475881576538086, 600.0, 1400.0, 0, 1000.0
 
15.37, 15.0, 0.0278933048248291, 800.0, 1400.0, 0, 0.0
 
15.38, 15.0, 0.026083946228027344, 600.0, 1400.0, 0, 0.0
 
15.39, 15.0, 0.02925896644592285, 600.0, 1300.0, 0, 64.0
 
15.41, 15.0, 0.026575088500976562, 500.0, 1400.0, 0, 64.0
 
15.42, 15.0, 0.027572154998779297, 600.0, 1300.0, 0, 64.0
 
15.43, 15.0, 0.02649402618408203, 900.0, 1200.0, 0, 1000.0
 
15.44, 15.0, 0.02394700050354004, 400.0, 1300.0, 0, 2064.0
 
15.45, 15.0, 0.02770376205444336, 900.0, 1300.0, 0, 0.0
 
15.46, 15.0, 0.029170751571655273, 500.0, 1000.0, 0, 64.0
 
15.47, 15.0, 0.028000593185424805, 700.0, 1400.0, 0, 1000.0
 
15.49, 15.0, 0.029937028884887695, 500.0, 1400.0, 0, 0.0
 
15.50, 15.0, 0.025331974029541016, 700.0, 1400.0, 0, 0.0
 
15.51, 15.0, 0.0271759033203125, 800.0, 1400.0, 0, 0.0
 
15.52, 15.0, 0.02870011329650879, 400.0, 1400.0, 0, 1000.0
 
15.53, 15.0, 0.029327869415283203, 600.0, 1000.0, 0, 192.0
 
15.55, 15.0, 0.033917903900146484, 600.0, 1000.0, 0, 1064.0
 
15.56, 15.0, 0.028989076614379883, 800.0, 1400.0, 0, 1000.0
 
15.57, 15.0, 0.028086185455322266, 500.0, 1400.0, 0, 128.0
 
15.58, 15.0, 0.028196096420288086, 600.0, 1200.0, 0, 128.0
 
15.60, 15.0, 0.02909088134765625, 500.0, 1200.0, 0, 0.0
 
15.61, 15.0, 0.027977943420410156, 800.0, 1300.0, 0, 1000.0
 
15.62, 15.0, 0.029619932174682617, 700.0, 1400.0, 0, 1064.0
 
